Landmark Latitude,Landmark Longitude,Distance,Landmark Name,Amenity Type (grouped),Shop Type (grouped),Tourism Type (grouped),Building Type (grouped),Property Type
12.3386828,76.6499146,3.703831407235107,St Mathias Primary School,education,,,,education
12.2944423,76.6339185,3.3232224784423168,Balodyana English School,education,,,,education
12.3254682,76.6479529,2.988677580251497,Farooquia Higher Secondary School,education,,,,education
12.3032389,76.6456274,3.3746484368336693,Mesco Higher Primary School,education,,,,education
12.322017,76.6294503,0.9469308081607947,Mathuru Mandali School,education,,,,education
12.3019587,76.6270872,2.2707078872277817,Muktharunnisa Begam Royal English School,education,,,,education
12.3036388,76.6455729,3.343421054533165,Dinkeys Higher Primary School,education,,,,education
12.3210823,76.6347949,1.5256687078493167,Cftri School,education,,,,education
12.3436946,76.6303327,2.6864690217542306,Ideal Jawa Rotary High School,education,,,,education
12.3033173,76.6063018,2.5528957761523885,Amrita Vidyalayam,education,,,,education
12.2903932,76.5936797,4.533746578680517,Christ Public School,education,,,,education
12.3218997,76.6232527,0.27652725832681335,Chinmaya Saiukata Vidyalaya,education,,,,education
12.2958834,76.639374,3.486330455663632,Mysore Public School,education,,,,education
12.3103951,76.6138423,1.437642124556088,DMS Primary School,education,,,,education
12.3354366,76.6261495,1.6651010342891919,Prakruthi Darshini,cafe,,,,cafe
12.3005288,76.6401445,3.1358220996104267,Hotel Airlines,,,lodging,,lodging
12.3016843,76.6418029,3.1692893062529275,Ramanna Ahara Gudi,food service,,,,food service
12.330716,76.6286774,1.3450439424993297,Depth 'n' Green,food service,,,,food service
12.2969875,76.6410841,3.501204262050246,Sambhrama Hotel,food service,,,,food service
12.3340896,76.630132,1.7384813597952753,Santosha Cafe,cafe,,,,cafe
12.3093464,76.6457144,3.025650791958362,Puma,,clothes,,,clothes
12.3376662,76.652163,3.8605973895996444,Sip n snack,cafe,,,,cafe
12.3347195,76.624262,1.5271200625627157,,,,lodging,,lodging
12.3320806,76.628556,1.4571644709264644,,food service,,,,food service
12.324036,76.653382,3.5562887882921803,Lotus herbal body shop,,grocery,,,grocery
12.3338399,76.6398502,2.492006656005478,HDFC Bank,financial,,,,financial
12.30123,76.6545342,4.301956470755053,Hotel Udupi,food service,,,,food service
12.3309233,76.6288296,1.3733388289664186,Espresso Bar,cafe,,,,cafe
12.3098969,76.649545,3.379916283721231,Sree Ganesh Prasad Lodge,,,lodging,,lodging
12.293627,76.6483102,4.302597631968516,Mysore Mandala Yogashala,education,,,,education
12.3098488,76.6478712,3.2145308684038763,Shri Vinayaka,food service,,,,food service
12.3479767,76.6143757,3.033190263297859,M2M Foods,food service,,,,food service
12.3060781,76.6505589,3.6597256198771166,Iyengers Plaza,,,lodging,,lodging
12.2978223,76.6432159,3.5831922146332125,Vijaya Bank ATM,financial,,,,financial
12.2934891,76.6245386,3.1328573296878806,Jagadamba Petrol Bunk,fuel,,,,fuel
12.3365857,76.6279723,1.8596930726798169,Café Delight,cafe,,,,cafe
12.3313707,76.6280075,1.3582998750459625,Just Gelato,cafe,,,,cafe
12.3110927,76.6531514,3.702016706515431,Hotel Maurya,,,lodging,,lodging
12.3058496,76.6523069,3.840142715729044,Cafe Aramane,food service,,,,food service
12.3193641,76.6480201,2.9707278485965243,,fuel,,,,fuel
12.3268374,76.6272864,0.9307484740204373,Cubs,cafe,,,,cafe
12.3255979,76.6323585,1.3434020601504424,Pakva,cafe,,,,cafe
12.3163872,76.6278738,0.9545913737162858,Bamboo Leaf Restaurant,cafe,,,,cafe
12.3164343,76.6277558,0.9411416467657946,Canara Bank,financial,,,,financial
12.3226893,76.6350406,1.5582979686820788,Frosting,cafe,,,,cafe
12.3228282,76.6346329,1.515712745323067,Pataka,food service,,,,food service
12.3254041,76.6220319,0.46422057128802724,Chatori Street,food service,,,,food service
12.3318423,76.6624421,4.674469473162953,,financial,,,,financial
12.3325288,76.6587755,4.310977261904163,,food service,,,,food service
12.3337918,76.6563293,4.102031789343692,,financial,,,,financial
12.320061,76.65748,3.9924418974147873,Oyo Rooms,,,lodging,,lodging
12.3203545,76.6576087,4.00531268057972,,,,lodging,,lodging
12.3116678,76.6535881,3.7280425320680473,Samasth,,,lodging,,lodging
12.2972329,76.6454113,3.795834761170524,Masala Guesthouse,,,lodging,,lodging
12.3108923,76.6575924,4.169563757336494,Mannars Deluxe Lodge,,,lodging,,lodging
12.3378074,76.6521008,3.8620095997523047,PK Yousuf,,grocery,,,grocery
12.3377772,76.6522524,3.874960206454088,ICICI Bank,financial,,,,financial
12.3314201,76.6267021,1.2860121543734147,Café Roots,cafe,,,,cafe
12.3102181,76.6569561,4.125283156523014,,bar/club,,,,bar/club
12.3085369,76.6526128,3.745675253600191,Whiskey Bar,bar/club,,,,bar/club
12.3520494,76.6065904,3.7372698571045064,Hotel Stay by the Way,,,lodging,,lodging
12.3187366,76.6615253,4.439088467887166,Hotel Sumudra Mysore,,,lodging,,lodging
12.3148329,76.6590107,4.219959802434568,Kauvery,,clothes,,,clothes
12.3150889,76.659046,4.218891244801511,Juyalukkas,,jewellery,,,jewellery
12.3003562,76.6260956,2.412978682268818,Chai Patthe,cafe,,,,cafe
12.3021996,76.6498447,3.815070363905955,Krishnamachaar Yoga Shala,education,,,,education
12.3235832,76.6279752,0.8204073893303281,KVR ruchi centre,cafe,,,,cafe
12.3277181,76.6244485,0.8071133405491921,International Youth Hostel,,,lodging,,lodging
12.2895708,76.6363097,3.9239844555227,Sankethi Boys Hostel,,,lodging,,lodging
12.2885924,76.6357555,3.9975256760677436,Sankethi Girls Hostel,,,lodging,,lodging
12.3428685,76.6363987,2.9284618164327196,Calvary Methodist Church,place of worship,,,,place of worship
12.3055758,76.651925,3.81711396243698,Cafe Aramane,cafe,,,,cafe
12.334152,76.6291148,1.6819657249588094,Vastra - The Yoga Store,,clothes,,,clothes
12.3180112,76.6525938,3.4794946349141544,Hanumanthu Biryani Original 1930,food service,,,,food service
12.3344856,76.6280661,1.6557423231964135,Sri Mathaji,,grocery,,,grocery
12.3359652,76.6280733,1.8021766115416262,Nilgiri's,,grocery,,,grocery
12.3377104,76.6281357,1.980918129382053,Sripad's,,,lodging,,lodging
12.3180148,76.6525783,3.477777199146036,Hotel Hanumanthu Original 1930,,,lodging,,lodging
12.3123207,76.6451228,2.8339806110186547,,food service,,,,food service
12.3358923,76.6281535,1.7987811623829055,,,grocery,,,grocery
12.3360347,76.6281552,1.8130424807854073,,,grocery,,,grocery
12.33434,76.6280868,1.6426440453041213,,,grocery,,,grocery
12.318098,76.6654785,4.872529701296101,Forum Centre City Mall,,grocery,,,grocery
12.3039903,76.6506485,3.7819010812306804,Kaveri,,,lodging,,lodging
12.3117283,76.6496335,3.317168944568381,Tibet Restaurant,food service,,,,food service
12.3225856,76.6344855,1.4972114445433975,Zostel Mysore,,,lodging,,lodging
12.321192,76.653043,3.50765636011681,,,,lodging,,lodging
12.2986072,76.6483027,3.9231566985072983,,,,lodging,,lodging
12.3120033,76.6526219,3.616767484242703,Bhagyalakshmi Deluxe Hotel,,,lodging,,lodging
12.3335409,76.6281692,1.5700980738130992,Khushi,cafe,,,,cafe
12.2962315,76.6407358,3.5435248892336992,Buskar's Guesthouse,,,lodging,,lodging
12.3166096,76.6524446,3.4838950085163085,Old Town Mysore,,,attraction,,attraction
12.3199914,76.6574812,3.9928731008967158,Hotel New Quba Mess,cafe,,,,cafe
12.3460187,76.5822621,4.996592399858162,Saucer,food service,,,,food service
12.3458595,76.5831719,4.904353501363722,Bella Italiano,food service,,,,food service
12.3265683,76.6267593,0.8678493561327123,Onesta Pizzeria,food service,,,,food service
12.3003383,76.6298108,2.54225124509156,,financial,,,,financial
12.2994928,76.652673,4.238919390318634,Mylary Agrahara,food service,,,,food service
12.3025902,76.6441915,3.296429898597888,Davanagere Benne Dose,food service,,,,food service
12.298879,76.6526018,4.27227824558092,New Lakshmi Bavana,food service,,,,food service
12.3173464,76.6448521,2.6566761708122972,Prepaid Autorikshaw Booking Counter,transportation,,,,transportation
12.315155,76.6454312,2.769736767399477,Prepaid Autorikshaw Booking Counter,transportation,,,,transportation
12.3321919,76.6625123,4.691628435732615,,financial,,,,financial
12.3249225,76.6390422,2.0244078034276507,Sonder,,,lodging,,lodging
12.3361446,76.6325183,2.076936588664717,Old barrel,food service,,,,food service
12.312295,76.6484584,3.176012619302719,Ashoka Hotel,food service,,,,food service
12.2991888,76.6409796,3.307310387384786,Vaibhav annexe,food service,,,,food service
12.3110966,76.6567825,4.078739993628667,Murali café,cafe,,,,cafe
12.3379873,76.6180678,1.8651841367592636,Nanking,food service,,,,food service
12.3175271,76.6591652,4.195063896029623,Hotel Preethi International,,,lodging,,lodging
12.3085054,76.6597044,4.4683632327776674,Hotel Roopa,bar/club,,,,bar/club
12.3110043,76.6594241,4.357579027935014,Gufha,food service,,,,food service
12.3084678,76.6644764,4.963284016116454,Guru,food service,,,,food service
12.3161533,76.6458654,2.790016571750001,Prepaid Rickshaw,transportation,,,,transportation
12.3253203,76.6398727,2.12161025480749,Corner Bunker,,,lodging,,lodging
12.3345386,76.6294283,1.7365450277366916,Tusk,,,lodging,,lodging
12.3239073,76.6299036,1.031607432407189,Roopa Elite Hotel,,,lodging,,lodging
12.3395861,76.6542354,4.160273652908685,Cool Cafe,food service,,,,food service
12.3036304,76.6614242,4.840801994649925,Satya Narayana,place of worship,,,,place of worship
12.298395,76.626095,2.625166162405031,ICICI Bank,financial,,,,financial
12.2960662,76.6416986,3.6228317214423575,Karnataka Bank ATM,financial,,,,financial
12.292427,76.624661,3.2516821434449503,Axis Bank,financial,,,,financial
12.2883964,76.6032588,4.134854864720679,State Bank ATM,financial,,,,financial
12.2882407,76.6172301,3.7091910302220032,Karnataka Bank ATM,financial,,,,financial
12.2811856,76.6054696,4.772121693284724,Karnataka Bank ATM,financial,,,,financial
12.3615292,76.6008696,4.9554931361268,ICICI Bank ATM,financial,,,,financial
12.35954,76.61887,4.243693337859925,HDFC Bank ATM,financial,,,,financial
12.356512,76.629502,4.016068598642645,Axis Bank ATM,financial,,,,financial
12.3546538,76.6060743,4.024838435722287,State Bank Of India ATM,financial,,,,financial
12.3522977,76.6254534,3.471169363550714,Axis Bank,financial,,,,financial
12.3512179,76.6263701,3.3690503020843066,Canara Bank,financial,,,,financial
12.3484946,76.6183892,3.0215071465226386,ICICI Bank ATM,financial,,,,financial
12.347623,76.627691,3.0094819755954667,HDFC Bank,financial,,,,financial
12.346783,76.608459,3.1205474945108573,ICICI BANK ATM,financial,,,,financial
12.344865,76.616698,2.6439533768350025,ICICI Bank ATM,financial,,,,financial
12.3392567,76.5835955,4.4975659200085865,Canara Bank ATM,financial,,,,financial
12.338041,76.611874,2.084818505793858,Axis Bank ATM,financial,,,,financial
12.3373243,76.6523452,3.8605395576479955,Karnataka Bank ATM,financial,,,,financial
12.3354527,76.6629118,4.838055693314814,Corporation Bank ATM,financial,,,,financial
12.3348569,76.5820388,4.4632854619688125,Vijaya Bank ATM,financial,,,,financial
12.3315337,76.6267103,1.297393692797264,Vijaya Bank ATM,financial,,,,financial
12.330551,76.646164,2.9410397237928683,HDFC Bank ATM,financial,,,,financial
12.3291171,76.6613427,4.491426602678208,Syndicate Bank ATM,financial,,,,financial
12.3283526,76.6445316,2.695484538463034,Corporation Bank ATM,financial,,,,financial
12.3246068,76.6314146,1.2109894991984234,Axis Bank ATM,financial,,,,financial
12.3201232,76.6637454,4.672441097879172,Canara Bank ATM,financial,,,,financial
12.319472,76.628254,0.8429520912608925,Axis Bank ATM,financial,,,,financial
12.3167462,76.6236547,0.6077178298772299,State Bank of India ATM,financial,,,,financial
12.315956,76.604713,1.8455920809520565,Axis Bank ATM,financial,,,,financial
12.30925,76.64938,3.3913953770564698,ICICI Bank ATM,financial,,,,financial
12.309153,76.615124,1.4949203588497741,ICICI Bank,financial,,,,financial
12.308125,76.609208,1.938829491650781,Karnataka Bank,financial,,,,financial
12.2858772,76.6125975,4.050325745989059,Dena Bank,financial,,,,financial
12.3562749,76.6497846,4.996476105463723,Kaveri Grameena Bank,financial,,,,financial
12.3449743,76.6335007,2.9625597658494582,Bandhan Bank,financial,,,,financial
12.3415714,76.6058497,2.764516031540904,Dena Bank,financial,,,,financial
12.3362886,76.6190406,1.663769046170422,Vijaya Bank,financial,,,,financial
12.332894,76.6627126,4.733108354446057,State Bank of India,financial,,,,financial
12.3312684,76.6012454,2.3855628738224173,Kaveri Grameena Bank,financial,,,,financial
12.3247952,76.6232245,0.4613265899809767,Karnataka Bank,financial,,,,financial
12.3246005,76.6302273,1.0880817793078261,Syndicate Bank,financial,,,,financial
12.3221128,76.625857,0.5595761971976938,Indian Overseas Bank,financial,,,,financial
12.3210241,76.630615,1.0720328192415027,Federal Bank,financial,,,,financial
12.3135931,76.6148114,1.083674677646453,Punjab National Bank,financial,,,,financial
12.31197,76.607269,1.8029320654750574,Kaveri Grameena Bank,financial,,,,financial
12.3103502,76.6475116,3.1566118558893415,State Bank of India,financial,,,,financial
12.3100697,76.6478763,3.2052864072817786,Andhra Bank,financial,,,,financial
12.3083969,76.6640574,4.922055904240166,Karnataka Bank,financial,,,,financial
12.3075039,76.6438426,2.947082618047873,Vijaya Bank,financial,,,,financial
12.3037381,76.6616404,4.857387779442251,State Bank of India,financial,,,,financial
12.3034735,76.6522759,3.9633841589024845,State Bank of India,financial,,,,financial
12.298492,76.6491025,3.997991468577938,The Railway Co-operative Bank,financial,,,,financial
12.2979465,76.5847274,4.704473995843731,Indian Overseas Bank,financial,,,,financial
12.2952587,76.6100716,3.1319923138189227,Corporation Bank,financial,,,,financial
12.2941781,76.646951,4.156326171626271,Corporation Bank,financial,,,,financial
12.2927792,76.6388215,3.740952324681727,Agastya Co-operative Bank,financial,,,,financial
12.2880566,76.6169499,3.7328017152026947,Canara Bank,financial,,,,financial
12.2812013,76.6055202,4.7685742111224885,Karnataka Bank,financial,,,,financial
12.349244,76.596489,4.0645353812682075,Annapoorna Aahar,food service,,,,food service
12.340563,76.583774,4.546331277195525,Hotel Surabhi Vegetarian Restaurant,food service,,,,food service
12.3292828,76.6642289,4.802905446789267,Five Star Chicken,food service,,,,food service
12.3274884,76.633012,1.4927267530197046,Raj Bhavan Vegetarian Restaurant,food service,,,,food service
12.3256026,76.6323266,1.3403322512983191,Pakva Lounge Vegetarian Family Restaurant,food service,,,,food service
12.3221322,76.6209966,0.08342889379901701,Paprika Restaurants,food service,,,,food service
12.3195081,76.6619325,4.478327254075457,Balaji Restaurant,food service,,,,food service
12.3177141,76.6646127,4.782242635483842,Akshaya Pure Veg Restaurent,food service,,,,food service
12.3080392,76.6604908,4.565977606058395,Om Shanthi (Hotel Siddharta) - Vegetarian Restaurant,food service,,,,food service
12.3069782,76.6090272,2.0498831953520127,Hotel Mylari (Bogadi) - Vegetarian Restaurant,food service,,,,food service
12.3055775,76.6498367,3.6172814042405466,The Veg Kitchen Vegetarian Restaurant,food service,,,,food service
12.302408,76.644039,3.296606597436546,Udupi Ruchi Veg Restaurant,food service,,,,food service
12.2962106,76.635335,3.219721046542283,Hotel Gokul Vegetarian,food service,,,,food service
12.3557451,76.621988,3.8191262716793895,Central Institute of Plastics Engineering And Technology,education,,,,education
12.3420201,76.6314482,2.5683213947356758,Govt Nature Cure And Yoga Medical College .,education,,,,education
12.3336716,76.6634162,4.830419363353457,Sri Chayadevi B.ed College of Education,education,,,,education
12.3176601,76.6480232,2.991622946645879,Vidyavardhaka Pre University College,education,,,,education
12.3056239,76.6303958,2.0450032973675083,Yuvaraja College Hostel,education,,,,education
12.3053521,76.6406059,2.8005103212371907,Maharaja Degree College,education,,,,education
12.3018046,76.6232143,2.1974353837826515,Somani College,education,,,,education
12.295577,76.648064,4.130335568837515,Sri Jagadamba Womens Teacher Training College Estd:1955,education,,,,education
12.2951498,76.6101118,3.141632609503061,Aniframes - College of Animation & Vfx,education,,,,education
12.2794873,76.6240795,4.676671458820389,Government First Grade College,education,,,,education
12.3047814,76.6437474,3.1083943273488712,Hotel Maharaja,,,lodging,,lodging
12.296628,76.65178,4.354312005578899,Royal Lodge,,,lodging,,lodging
12.2949785,76.6046185,3.4231194833040344,Hotel Chamundeshwari,,,lodging,,lodging
12.347829,76.625377,2.979159438922828,Hotel Swagth Hebbal Industry Mysore,,,lodging,,lodging
12.3385612,76.6535322,4.03865016726794,Hotel Heera Palace,,,lodging,,lodging
12.3314722,76.6479645,3.1600932586469774,Regenta Central Herald Hotel,,,lodging,,lodging
12.3078766,76.6454161,3.0733457841081266,Hotel Adeline Mysore,,,lodging,,lodging
12.3221435,76.6507263,3.256880912412306,Eidgah Masjid,place of worship,,,,place of worship
12.3140277,76.6553859,3.850884773196772,Juma Masjid,place of worship,,,,place of worship
12.3228049,76.6325255,1.2879085576508893,The Bakers Store(Natures Nectar),,grocery,,,grocery
12.3243186,76.6312224,1.181902086927086,Sreenidhi vegetarian fast food,food service,,,,food service
12.3252871,76.6228036,0.484177677116986,Ritual Coffee House,cafe,confectionary,,,cafe
12.3362909,76.6292698,1.8946910573684153,Zen Kitchen,food service,,,,food service
12.3304751,76.6289208,1.34189962447971,Ayuh Organics and Coffee shop,,grocery,,,grocery
12.3232065,76.628601,0.8751797317531593,Bean Stop - Hunkal Heights,cafe,,,,cafe
12.3327151,76.660445,4.490781995094017,Mahalakshmi Temple,place of worship,,,,place of worship
12.3012888,76.6266425,2.328072195297873,Cafe Coffee Day,cafe,,,,cafe
12.3011991,76.6266107,2.3367213379772536,american cuisne restuarant,food service,,,,food service
12.3010928,76.6266131,2.348167797885478,Reliance Trends,,grocery,,,grocery
12.2941023,76.6256875,3.084493539405465,Croma Electronic Store,,grocery,,,grocery
12.2929878,76.6281499,3.261993694382158,Pan America Outlet,,clothes,,,clothes
12.2926687,76.6281117,3.2953857919840983,Chandan Garments,,clothes,,,clothes
12.2964787,76.6285596,2.900060828942696,Bata,,shoes,,,shoes
12.3260437,76.6141737,0.8806117651608834,Chawlas2 Mysore,food service,,,,food service
12.344202,76.65759,4.735830787163614,Karunanilaya Satyaseva Sisters,,,lodging,,lodging
12.3289137,76.6188693,0.8580717410670861,Mysuru Coffee Bar,food service,,,,food service
12.2939616,76.6282451,3.159807258374891,Mysore Tiffanys,food service,,,,food service
12.3100035,76.612143,1.576964875667439,Narmada Hostel,,,lodging,,lodging
12.3089706,76.6121802,1.6685532396432727,Ganga hostel,,,lodging,,lodging
12.3078702,76.612398,1.7590589070765477,Godavari guest house,,,lodging,,lodging
12.3121419,76.611394,1.4486271996578501,Kaveri hostel,,,lodging,,lodging
12.3108391,76.611989,1.5136481269139743,Krishna hostel,,,lodging,,lodging
12.2863687,76.6259511,3.9381956541837555,Holige Mane,cafe,,,,cafe
12.3322764,76.6284333,1.467312378279509,Minimal Coffee Roasters,cafe,,,,cafe
12.3269792,76.6274731,0.9564147853350825,Seafood Restaurant,food service,,,,food service
12.3254316,76.6254073,0.674091679132773,Big Cup Cafe,cafe,,,,cafe
12.3281604,76.6284806,1.1252053608694246,White Teak Coffee Roasters,cafe,,,,cafe
12.3026524,76.6355096,2.631404888937434,State Bank of India,financial,,,,financial
12.3020999,76.635497,2.679570595074223,Aanco,,home furnishing,,,home furnishing
12.3012746,76.652158,4.081248982172254,,fuel,,,,fuel
12.3247714,76.6269917,0.7732372450299606,Dhatu,food service,,,,food service
12.3319471,76.6251812,1.265465634660977,Khushicafe at Anokhi garden,cafe,,,,cafe
12.3139668,76.6586769,4.202187447690463,Hotel Samrat,food service,,,,food service
12.3140591,76.6589244,4.2265496475470545,Ayodhya Lodge,,,lodging,,lodging
12.3240671,76.6307679,1.126854087575221,State Bank of India,financial,,,,financial
12.3237904,76.6305619,1.0974756349734434,Bandhan Bank,financial,,,,financial
12.3237799,76.6304546,1.0858813506584217,,financial,,,,financial
12.3352042,76.6297404,1.8171473953519512,Yogadarshanam,education,,,,education
12.3190476,76.6532306,3.5378077110038872,Sultan Fine Arts,,home furnishing,,,home furnishing
12.3643713,76.6097739,4.922669502896375,HP,fuel,,,,fuel
12.3343036,76.6328216,1.941785444899383,Indian Oil,fuel,,,,fuel
12.3262108,76.615965,0.7446793483278864,Bank of Baroda,financial,,,,financial
12.3264726,76.6160094,0.7625048106515134,Canara Bank,financial,,,,financial
12.3259548,76.6140268,0.8879658685325625,Hills Special Momo's,food service,,,,food service
12.3251774,76.6109034,1.1488708756653718,Annapoorna,food service,,,,food service
12.3258621,76.6108479,1.1841698078623897,Pegs & Kegs,bar/club,,,,bar/club
12.3270522,76.6190764,0.6522793873111115,Saviruchi Thindi Mane,food service,,,,food service
12.3203407,76.609254,1.2551489102598483,Zen Xone,cafe,,,,cafe
12.3053858,76.6631291,4.936602382057432,Hotel Anand Vihar,food service,,,,food service
12.3194068,76.6575194,4.000134929054428,Masjid e Azam,place of worship,,,,place of worship
12.3268695,76.6189774,0.6359820683823065,Mathura Veg,food service,,,,food service
12.3267865,76.6269118,0.8963346250882079,Win-win tea cafe,cafe,,,,cafe
12.3608262,76.6009771,4.880108330784726,ICICI Bank,financial,,,,financial
12.36095,76.6009739,4.8926247150913715,Axis Bank,financial,,,,financial
12.3122609,76.6482446,3.1552342835285496,Maddur Tiffanys,food service,,,,food service
12.3094156,76.647796,3.2266755058560976,Van Heusen,,clothes,,,clothes
12.3420022,76.6549236,4.360582087519332,Loyal World,,grocery,,,grocery
12.3421294,76.6548859,4.36454188195077,Pearl Big Chicken,food service,,,,food service
12.3422007,76.6542883,4.313773169943165,The Dawn,,,lodging,,lodging
12.3419677,76.6544526,4.3150823224604,Auto Rickshaw Stand,transportation,,,,transportation
12.319123,76.6616618,4.4512083677144725,,place of worship,,,,place of worship
12.3089775,76.660609,4.545274850353293,,bar/club,,,,bar/club
12.3163609,76.6436001,2.544728466164697,Museum Reference Library,education,,,,education
12.3046123,76.6541609,4.082085502652879,Sri Prasanna Krishna Swamy Temple,place of worship,,,,place of worship
12.3132167,76.6518592,3.4999702189313098,The Largest Tyre of India,,,attraction,,attraction
12.3159537,76.6435259,2.547292795280047,Maharani Saloon,,,attraction,,attraction
12.3163246,76.6437005,2.556258464319947,Yashraj Cafeteria,cafe,,,,cafe
12.2894523,76.6503214,4.790939797057991,Graphic Culture,,grocery,,,grocery
12.2890529,76.6495389,4.767800632408999,,financial,,,,financial
12.3503348,76.6389718,3.7753432840804018,Bharat Petroleum,fuel,,,,fuel
